user_id,item_id,posted,recommend,sentiment_analysis
76561198043458582,105600,2015-07-19,True,0
76561198043458582,221100,2015-05-26,True,2
76561198043458582,107410,2015-11-22,True,2
76561198043458582,231430,2014-10-18,True,1
smashiroshh,218620,2014-12-30,True,2
shark854,225540,,True,2
killbunny38,570,2015-01-22,True,2
killbunny38,333930,2015-08-20,False,0
76561198047630659,230410,2015-05-14,False,2
1337lolroflmao,271590,2015-04-13,True,1
1337lolroflmao,218620,2014-10-01,True,2
1337lolroflmao,219740,2013-12-28,True,2
1337lolroflmao,7940,2013-12-28,True,2
1337lolroflmao,234190,2014-11-30,True,0
1337lolroflmao,10180,2013-12-28,True,2
1337lolroflmao,33900,2013-12-28,True,2
1337lolroflmao,261030,2015-01-05,True,2
1337lolroflmao,243470,2014-12-23,True,0
sithjjf,302830,2015-09-01,False,0
76561198060039459,570,2014-10-04,False,1
OzfurAtlas,218620,,False,1
OzfurAtlas,4700,,True,1
OzfurAtlas,212680,2013-12-08,True,0
76561198065593074,304930,2015-11-06,False,0
76561198065593074,730,,False,0
76561198065593074,304050,2015-09-23,True,2
76561198065593074,203750,2014-05-31,True,0
76561198044169764,227940,2015-06-24,False,1
76561198044169764,355180,2015-07-22,False,2
76561198044169764,730,,True,0
76561198044169764,4000,2015-06-03,True,1
euzi,236390,2014-07-26,True,2
76561198074935997,221100,,False,0
76561198074935997,365590,,False,1
76561198074935997,299740,,True,2
76561198074935997,346110,,False,2
76561198074935997,275850,,False,0
76561198074935997,400800,,False,0
76561198074935997,252490,,False,2
76561198074935997,437220,,False,2
76561197961778802,730,2014-04-23,True,2
lucasrash,440,,True,1
76561198016602703,301520,,False,0
76561198016602703,433340,,True,2
thisissohardtomakeoneup,440,2014-04-12,True,1
76561198087010391,4000,2015-04-04,True,2
66666669999999,302830,2015-01-05,False,1
76561198061174192,220200,2014-09-14,True,2
76561198061174192,242760,2014-09-14,True,2
ReMiXOfficalSteam,352460,2015-10-12,True,2
Wilfire77,322920,2015-03-22,True,2
76561198084390807,234792,2015-12-01,True,1
76561198084390807,252490,2014-05-10,True,2
Mastic,304050,2015-08-01,False,0
Mastic,297130,,True,0
Mastic,397570,,True,2
Mastic,550,2014-12-30,True,2
Mastic,206420,2014-12-27,True,2
Mastic,278360,,False,0
76561198028286104,10180,2013-12-26,True,2
tarjla,242760,,True,2
tarjla,304930,2014-07-13,True,2
tarjla,441790,,True,2
tarjla,265750,2015-01-28,True,0
tarjla,252490,2014-05-08,True,2
tarjla,4000,2013-11-21,True,2
tarjla,211820,2013-12-07,True,0
tarjla,105600,2013-02-09,True,2
tarjla,251570,,True,2
tarjla,730,2014-01-09,True,2
deathnz1,233110,,False,0
deathnz1,322910,,False,2
deathnz1,276340,2014-12-26,True,2
readingthis4noobs,227940,,True,2
76561198104393251,304930,2015-03-13,True,1
76561198075322986,730,,True,1
redsncrimson,448530,,True,2
redsncrimson,304410,,True,2
redsncrimson,620,,True,2
redsncrimson,274920,2014-12-23,True,2
redsncrimson,211820,2013-12-26,True,2
redsncrimson,219890,,True,2
redsncrimson,49520,2013-05-18,True,2
redsncrimson,223510,2013-01-09,True,0
redsncrimson,440,2012-11-30,True,2
76561198151910904,252950,,True,2
H1DD3NT3RR0R,240,2014-03-10,True,2
H1DD3NT3RR0R,105600,2014-02-27,True,0
H1DD3NT3RR0R,204300,2013-11-25,True,2
H1DD3NT3RR0R,730,2014-06-11,True,0
H1DD3NT3RR0R,440,2015-09-04,False,0
H1DD3NT3RR0R,570,2014-06-18,True,0
76561198071214618,268750,2015-05-11,True,2
76561198115115631,570,2015-05-22,True,2
76561198071175142,570,2015-08-10,True,2
76561198071175142,271590,2015-07-07,True,2
t8s,360870,2015-05-13,True,0
t8s,730,2015-05-02,True,2
pikawuu2,230410,,True,0
pikawuu2,12900,2013-09-15,True,2
Sammeh00,301520,2014-11-04,True,2
Michaelele,6060,2014-08-07,True,0
Michaelele,730,2014-06-30,True,2
Michaelele,107410,2014-08-21,True,0
Michaelele,304930,2014-07-16,True,2
76561198045754869,335670,2015-08-07,True,0
76561198076098774,215080,2015-08-02,True,2
76561198103253374,570,2014-02-24,True,0
76561198048417105,271590,2015-12-28,True,2
76561198048417105,730,2015-02-27,True,2
76561198048417105,244160,,True,2
76561198048417105,270880,,True,2
76561198090842891,8190,2015-01-16,True,2
76561198055767971,247730,2015-06-10,False,0
76561197998052647,233630,2014-11-27,True,0
adohya343,303390,,False,1
76561198145436942,221100,2014-08-02,True,2
jjas01,208812,2014-11-03,False,0
jjas01,218620,2015-10-17,False,2
jjas01,243120,2013-10-08,True,2
jjas01,234140,2015-12-28,True,2
jjas01,204450,2014-05-08,True,2
jjas01,225260,2014-02-18,True,2
jjas01,50300,2013-10-27,True,2
jjas01,201810,2014-06-04,True,2
jjas01,212630,,False,0
jjas01,427820,,False,2
3xotic26,500,2014-02-26,True,2
3xotic26,440,2014-02-26,True,2
3xotic26,49520,2014-02-26,True,2
3xotic26,550,2013-07-15,True,2
iamthetrashlord,206420,2015-06-16,True,1
iamthetrashlord,213670,2014-07-20,True,2
3dster,550,2015-08-24,True,2
76561198079990063,231040,2014-03-14,True,2
Forty-Nine,221100,2014-08-28,True,0
Forty-Nine,376300,,False,2
76561198051017916,351040,2015-05-30,True,1
76561198051017916,250600,2014-05-26,True,1
L4M1NAS,227940,,True,2
L4M1NAS,437220,,True,2
L4M1NAS,221100,2015-03-05,True,2
76561198096766604,301520,,False,0
76561197995322437,264710,2015-07-23,True,2
imsojipper,218620,2014-07-07,True,2
76561198084542731,206420,2015-01-16,True,1
76561198084542731,47790,2014-02-16,True,2
76561198103671881,570,2015-04-11,True,2
mrpfresh,236110,,True,0
mrpfresh,346110,2015-10-16,True,0
mrpfresh,232790,,True,1
GamerFag,440,2012-07-15,True,2
GamerFag,70,2011-01-27,True,0
GamerFag,420,2011-01-27,True,2
GamerFag,380,2011-01-27,True,2
GamerFag,220,2011-01-27,True,2
GamerFag,1250,2010-12-16,True,2
EHS-R3AP3R,339230,2015-09-09,False,2
EHS-R3AP3R,349700,2015-10-15,True,2
EHS-R3AP3R,226700,2013-11-26,True,2
EHS-R3AP3R,209160,2013-12-12,True,2
chidori_647,219990,2013-12-15,True,0
chidori_647,213670,2014-03-05,True,1
chidori_647,21100,2013-11-30,False,0
chidori_647,8190,2013-12-02,True,0
chidori_647,215470,2013-11-28,False,0
76561198092227136,730,2014-09-11,True,2
76561198092227136,1250,2014-05-26,True,1
hellcat59,4000,2014-07-18,True,2
76561198007584361,401650,2015-09-10,True,2
tbimperator,35450,2012-05-22,True,2
Allahu_Akbar666,230410,2015-01-17,True,2
Allahu_Akbar666,304930,2014-10-24,False,0
ulramite,290020,2014-10-27,True,0
ulramite,248860,2014-02-08,True,2
ulramite,211820,,True,2
-GM-Dragon,226700,2014-03-08,False,0
-GM-Dragon,244850,2015-06-10,True,2
76561198054040292,298260,2015-03-13,True,0
76561198078799606,370240,2015-10-01,False,0
76561198078799606,730,2015-06-29,True,2
76561198078799606,233450,2014-05-02,True,2
I_DID_911_JUST_SAYING,214420,,True,2
I_DID_911_JUST_SAYING,365670,,True,1
I_DID_911_JUST_SAYING,440,,True,2
I_DID_911_JUST_SAYING,4000,,True,2
I_DID_911_JUST_SAYING,221260,2013-05-06,True,0
750805,369070,,False,2
750805,91310,,False,0
diabeticfuck,218620,2015-08-31,True,0
diabeticfuck,419070,2015-12-28,True,1
diabeticfuck,333930,2015-11-23,False,2
diabeticfuck,287700,2015-09-04,True,1
76561198054465623,302830,2015-01-10,False,0
76561198054465623,24240,2014-01-04,True,2
76561198054465623,39800,2015-04-24,True,1
76561198054465623,250600,2014-02-21,True,0
76561198054465623,105600,2015-07-13,True,2
76561198054465623,113020,2014-04-03,True,2
aaropro,440,2014-08-29,True,2
aaropro,221100,,True,2
abiam,238960,2014-11-16,True,1
FrankoWalker,310370,2015-01-04,True,2
FrankoWalker,260410,2014-12-06,True,1
FrankoWalker,236390,2014-05-16,True,0
LightfootSword7,221100,2015-11-26,False,0
LightfootSword7,383870,,True,2
SALTTHEW0UND,248820,2015-06-12,True,1
SALTTHEW0UND,730,2014-08-28,True,2
SALTTHEW0UND,550,2014-05-20,True,2
SALTTHEW0UND,204030,2014-03-25,True,2
SALTTHEW0UND,440,2013-12-02,True,2
SALTTHEW0UND,383080,2015-11-15,True,2
express157,304930,2014-09-02,True,2
76561198074644990,242760,2015-02-05,True,1
76561198074644990,207230,2015-02-06,True,2
76561198074644990,9180,2013-12-24,False,0
76561198064304806,730,2015-12-11,True,0
TomoeMamiewe,10150,2014-02-16,True,1
TomoeMamiewe,4000,,True,1
76561198057086148,214950,2015-01-17,True,0
Acidius99,218620,2014-06-21,True,2
Acidius99,292030,,True,2
Acidius99,261640,,True,2
Acidius99,220240,2014-12-30,True,2
Acidius99,271290,2015-07-09,False,0
acorn13,313740,2014-07-31,True,0
acorn13,34330,2012-07-12,True,2
acorn13,271590,2015-05-01,True,2
adamcookie,570,,True,2
AddzyTheBaddzy,291550,2015-02-02,True,2
AddzyTheBaddzy,259080,2013-12-16,True,2
mrfunkyjunkie,233250,2014-01-05,True,0
mrfunkyjunkie,256350,2014-11-23,True,2
mrfunkyjunkie,249380,2015-03-11,True,2
mradobe7,275850,,False,0
76561198167207237,337320,,True,1
76561198167207237,391540,2015-12-25,True,0
76561198167207237,265930,2015-11-29,True,1
76561198167207237,620,2015-11-06,True,2
cancerkek,730,2015-02-27,True,1
76561198073508075,10090,2014-04-13,True,2
76561198073508075,251570,,True,0
76561198073508075,218680,2014-06-07,True,0
76561198074323290,252490,,False,2
76561198074323290,251060,,False,1
76561198090899557,252490,,False,0
advenger95,22370,2015-06-05,True,2
advenger95,307690,2015-09-02,True,2
advenger95,72850,2015-06-05,True,2
EndAtHallow,1250,2015-01-15,True,2
76561198063624801,440,2014-01-12,True,0
aeryal,440,2014-05-03,True,2
76561198070263209,570,2013-12-13,True,1
76561198015968275,248610,2015-09-06,True,0
Agiegamma,208090,2014-02-12,True,2
76561198082614708,250340,2014-04-28,True,2
Agronoth,244850,2014-02-09,True,2
Agronoth,221640,2015-04-24,True,2
Agronoth,104900,2015-03-21,True,2
Agronoth,105600,2015-02-28,True,2
Agronoth,9450,2015-07-15,False,2
UnholyFallenAngel,262410,2014-10-07,True,2
UnholyFallenAngel,222940,2015-12-22,True,2
UnholyFallenAngel,221040,2014-05-06,True,1
76561198068565589,221100,2014-02-22,True,1
76561198068565589,286570,2015-07-18,True,0
76561198068565589,263440,2014-10-24,False,2
SlutOnTheSpit,4000,2014-01-02,True,2
WestyGaming,223710,2014-06-07,True,1
NaruseAiria,317360,2014-10-28,True,2
NaruseAiria,108600,2014-10-15,True,0
NaruseAiria,259080,2013-12-20,True,2
NaruseAiria,208520,2013-12-06,True,2
76561198067713802,239660,2015-09-27,True,2
76561198067713802,304930,2015-03-28,True,2
76561198187212131,730,,True,2
76561198044678148,495890,,True,1
76561198044678148,472680,,True,2
Alex680,4000,2014-04-25,True,2
alansiulun,295270,2014-11-01,True,2
alansiulun,265930,2015-05-21,True,2
Albolah,283920,2015-12-29,True,2
Albolah,440,2015-10-18,True,2
Albolah,294650,2015-12-30,True,2
76561198003056556,432020,,False,0
76561198003056556,233720,2014-08-15,True,1
maxpaynepillkiller,319630,,True,0
maxpaynepillkiller,12120,2015-12-30,True,2
maxpaynepillkiller,241930,,True,1
maxpaynepillkiller,428690,,True,2
maxpaynepillkiller,55230,2015-10-07,True,2
maxpaynepillkiller,243470,,False,0
AlexNoClutch,227860,2015-06-05,False,0
Alexwai04,218620,2015-01-09,True,1
76561198095481910,208090,2014-02-01,True,0
76561198164545985,730,,True,2
AlkalineDeath,228280,2015-03-02,True,2
AlkalineDeath,240760,2014-10-16,True,2
76561198075935236,226700,2015-01-26,True,0
76561198075935236,250900,2015-08-27,True,2
mintifreshbadger,35450,2015-11-09,True,1
AlpacaRevolution,9900,,True,2
AlpacaRevolution,212680,2014-10-02,True,2
AlpacaRevolution,346110,2015-09-13,False,2
AlphaBryn444,236370,,True,0
76561198071952798,381210,,True,2
76561198071952798,265930,,False,0
76561198071952798,218620,,True,1
76561198071952798,205100,2013-11-29,True,2
76561198009001563,570,2014-09-03,True,1
76561198016753953,271290,2014-03-21,True,2
76561198016753953,570,2014-01-27,True,1
smegmyfoodle,346010,2015-02-03,True,2
smegmyfoodle,239250,2015-01-22,True,0
76561198057869849,313120,2015-06-01,True,2
76561198058836921,211820,2015-01-17,True,2
lol_ursuchanoob,218620,2014-08-08,True,0
lol_ursuchanoob,12210,2014-04-17,True,0
lol_ursuchanoob,220240,2014-03-12,True,2
lol_ursuchanoob,17300,2014-01-23,True,2
AMV72,206440,2013-01-21,True,2
AMV72,209100,2012-09-27,False,0
AMV72,209000,2013-11-25,True,2
AMV72,218060,2013-11-25,True,2
AMV72,24240,2012-07-19,True,2
76561198069170979,440,2015-06-26,True,2
76561198085956238,224540,,False,0
76561198085956238,242860,,False,0
76561198085956238,47410,,True,2
76561198085956238,34330,,False,0
76561198132540690,730,2015-05-26,True,0
76561198132540690,220200,2015-03-05,True,1
711armageddoncarmageddon,113020,2015-07-04,True,1
711armageddoncarmageddon,105600,2015-07-03,True,2
711armageddoncarmageddon,9480,2015-07-03,True,2
76561198034868596,359870,,True,2
Andraison,22230,2015-07-31,True,0
76561198055790408,203770,2013-12-06,True,2
76561198069560699,550,2013-12-30,True,2
76561198069560699,259080,2013-12-16,True,2
76561198069560699,72850,2013-11-28,True,0
76561198069560699,8870,2014-03-26,True,2
76561198099625419,230410,2014-05-08,True,1
76561198099625419,200260,2014-05-08,True,1
76561198099625419,19900,2013-12-22,True,2
